City,x,y,Team 1,Team 2,OverNumber,RunsScoredinover,WinningDetails,MatchDetail
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,22,3,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,23,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,24,3,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,25,7,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,26,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,27,11,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,28,5,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,29,10,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,30,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,31,5,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,32,8,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,33,8,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,34,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,35,12,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,36,5,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,37,6,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,38,7,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,39,0,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,40,3,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,41,5,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,42,6,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,43,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,44,8,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,45,3,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,46,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,47,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,48,5,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,49,5,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,50,14,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,1,10,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,2,0,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,3,9,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,4,0,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,5,8,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,6,10,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,7,17,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,8,9,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,9,10,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,10,8,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,11,11,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,12,7,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,13,8,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,14,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,15,10,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,16,9,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,17,8,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,18,5,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,19,2,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,20,9,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,21,8,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,22,6,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,23,8,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,24,2,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,25,9,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,26,5,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,27,8,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,28,8,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,29,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,30,2,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,31,11,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,32,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,33,8,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,34,11,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,35,20,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,36,16,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,ENG,NZ,37,2,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,1,4,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,2,12,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,3,1,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,4,6,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,5,0,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,6,5,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,7,9,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,8,4,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,9,7,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,10,1,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,11,11,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,12,8,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,13,6,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,14,1,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,15,4,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,16,5,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,17,6,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,18,6,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,19,6,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,20,1,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,21,2,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,22,9,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,23,6,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,24,3,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,25,2,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,26,4,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,27,2,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,28,13,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,29,6,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,30,6,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,31,1,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,32,5,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,33,4,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,34,2,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,35,2,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,36,2,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,37,2,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,38,2,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,39,6,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,40,5,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,41,2,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,42,1,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,43,1,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,1,10,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,2,12,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,3,1,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,4,8,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,5,7,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,6,1,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,7,15,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,8,9,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,9,14,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,10,2,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,11,2,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,12,7,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,13,8,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,14,5,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,15,10,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
 Ahmedabad,23.0215374,72.5800568,PAK,IND,16,5,India won by 7 wickets (with 117 balls remaining),"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup"
